медбур	best
Ӧльӧксан	Aleksandr
Ӧлексей	Aleksei
Ӧльӧксей	Aleksei
Ӧльӧш	Olyosh
Ӧньӧ	Enye
Ӧпрӧсь	Opros
Пама	Pama
Яков	Jacob
Йӧвдӧкея	Jovdokeya
январ	January
Япония	Japan
Ярославл	Yaroslavl
Абраам	Abraham
Абъячой	Abyachoj
Абъячой	Obyachevo
Адзва	Adzva
Адзва	Adz'va
Африка	Africa
Агрикола	Agricola
Аквад	Akvad
Аквад	Okvad
Аланды	Aland
Албания	Albania
Александр	Alexander
Америка	America
Анастасия	Anastasia
Англия	England
Аныб	Anyb
Аньюдін	An'yudin
апрель	April
Архангельск	Archangel
Атлантика	Atlantic
август	August
Баяркерӧс	Bayarkeros
Баяркерӧс	Boyarkeros
Бадьёлйыв	Bad'yol'yv
Бадьёлйыв	Bad'el'ckaya
Балтия	Baltic
Беларусь	Belarus
Белоруссия	Belarus
Белорус	Belarus
Быкты	Bykty
Боливия	Bolivia
Бразилия	Brazil
Брежнев	Brezhnev
четверг	Thursday
Чилимдін	Chilimdin
Чили	Chile
Цыпанов	Tsypanov
Дания	Denmark
Эстония	Estonia
Ӧльӧк	Alexander
Египет	Egypt
Емдін	Yemdin
Финляндия	Finland
Франция	France
Германия	Germany
Индия	India
Ингерманландия	Ingermanland
Инта	Inta
Исландия	Iceland
Италия	Italy
июль	July
июнь	June
Ижкар	Izhevsk
Израиль	Israel
Изьва	Iz'va
Изьва	Izhemsky
Изьва	Iz'va
Изьва	Izhemsky
Канкар	Moscow
Кардор	Archangel
Кӧрткерӧс	Kortkeros
Кӧрткерӧс	Kortkerossky
Кипр	Cyprus
Киров	Kirov
Китай	China
Княжпогост	Kn'azhpogost
Княжпогост	Kn'azhpogostsky
Койгорт	Koigort
Койгорт	Koigorodsky
Кореа	Korea
Кристос	Christ
Кулӧмдін	Kulomdin
Ленин	Lenin
Луздор	Luzdor
Луздор	Priluzsky
Марс	Mars
март	March
мӧдлун	Tuesday
Мездысь	Savior
Мылдін	Myldin
Молдавия	Moldavia
нёльӧдлун	Thursday
ноябрь	November
Норвегия	Norway
Новосибирск	Novosibirsk
Обдор	Salekhard
Обдор	Obdorsk
октябр	October
пекнича	Friday
Пырас	Kotlas
Польша	Poland
помлун	Saturday
Португалия	Portugal
Прибалтика	Baltics
Пруссия	Prussia
Рӧство	Christmas
Рим	Rome
Россия	Russia
шӧрлун	Wednesday
Швеция	Sweden
Сардор	Pustozyorsk
Сӧтана	Satan
серӧда	Wednesday
Сыктыв	Syktyv
Сыктыв	Sysol'sky
Сыктыв	Syktyv
Сыктыв	Sysol'sky
Сыктывдін	Syktyvdin
Сыктывдін	Syktyvdinsky
Сыктывкар	Syktyvkar
Скандинавия	Scandinavia
Сомали	Somalia
Совдор	Solvychegodsk
СНГ	CIS
Стокгольм	Stockholm
субӧта	Saturday
Суоми	Finland
Турция	Turkey
Югославия	Yugoslavia
Удмуртия	Udmurtia
Удора	Udora
Удора	Udorsky
Уляшев	Ulyashev
Ухта	Ukhta
Вад	Vad
Вадбӧж	Vadbozh
Вадыб	Vadyb
Вадор	Vador
Ватшертыдін	Vatshertydin
Важкуа	Vazhkua
Важкуа	Vazhkur'ya
вӧскресенньӧ	Sunday
Венгрия	Hungary
Весляна	Vesl'ana
Весляна	Vesl'ana
вежалун	Sunday
вежавож	Vezhavozh
вежавож	Vezhavozh
выльлун	Monday
викинг	Viking
витӧдлун	Friday
Виздін	Vizdin
Виздін	Vezdino
Волга	Volga
Волга	(automobile)
Вологда	Vologda
Вологда	Vologda
Воркута	Vorkuta
воторник	Tuesday
Хрущёв	Krushchev
быйкнитны	emerge
былькнитны	emerge
брызнитны	sprinkle
брызнитны	spurt
бринькнитны	clang
буснитны	race
буснитны	speed
дернитны	skin
дрӧгнитны	shake
дрӧгнитны	tremble
дрӧгнитны	quiver
дзенӧбтыны	strike
дзурснитны	glitter
дзузнитны	shine
гӧрӧктыны	whinny
гижнитны	underline
гижнитны	scratch
гольӧбтыны	jingle
гольӧбтыны	clang
гольнитны	clang
гольнитны	rattle
гольнитны	jingle
гольнитны	tinkle
грымӧбтыны	hit
грымӧбтыны	strike
грымнитны	hit
грымнитны	strike
гузьӧбтыны	pour
ыльӧбтыны	surge
ылькнитны	gush
ылькнитны	surge
ыпнитны	blaze
йиркнитны	thunder
йиркнитны	rumble
камӧбтыны	hit
камӧбтыны	strike
карснитны	expectorate
карснитны	spit
кезнитӧдны	irk
клёнӧбтыны	hit
кокорнитны	cheat
колӧбтыны	beat
колӧбтыны	bang
колӧбтыны	rumble
колскӧбтыны	hit
косьӧбтыны	hit
косьӧбтыны	smack
котшнитны	knock
котшнитны	clatter
крапнитны	throw
мурӧстны	growl
нюмдыны	smile
павкнитны	open
павкнитны	spread
солькнитны	splash
солькнитны	spill
тшапнитны	seize
тшапнитны	grab
югнитны	flash
вильскӧбтыны	slide
вильскӧбтыны	slip
жваньӧбтыны	hammer
жвичнитны	whip
зятнитны	snap
зятнитны	crack
зымӧбтыны	roar
пӧткӧдчыны	feed
сибӧдчыны	approach
авгыны	yelp
авгыны	bellow
авгыны	howl
авзыны	yelp
авзыны	bellow
авзыны	howl
агсавны	harrow
агсасьны	harrow
адгыны	sigh
аддзавны	find
аддзывны	experience
аддзыны	see
аддзыны	find
аддзысьны	meet
аддзӧдлыны	see
аддзӧдлыны	meet
аддзӧдчыны	meet
адресуйтны	address
адресуйтны	direct
азявны	sour
акайтны	sigh
акйӧдлыны	bang
акйӧдлыны	rumble
акйӧдлыны	bellow
акйӧдлыны	roar
аклявны	gum
аксыны	bawl
амлавны	snatch
амлавны	appropriate
амны	eat
аньны	hurt
апавны	nibble
апавны	inhale
апавны	nibble
апны	burn
арендуйтны	rent
арендуйтны	hire
арестуйтны	arrest
арзыны	scream
ариньдзӧдны	entertain
ариньдзӧдны	treat
арлыдмыны	age
артавны	count
артавны	count
артавны	compute
артавны	calculate
артавны	include
артавны	criticize
артасьны	haggle
артельтны	collectivize
артельтны	socialize
артмыны	happen
артмыны	develop
артмӧдны	form
артмӧдчыны	agree
артыштны	estimate
асавны	possess
аскодявны	assimilate
асныравны	show
асныравны	temperament
асэмбуравны	privatize
аттьӧавны	thank
бавъявны	loiter
базвидзны	tower
базвидзны	rise
баитны	talk
баитны	chat
баквалитчыны	brag
баквалитчыны	boast
баксыны	bellow
баксыны	moo
бакӧстны	bleat
балагуритны	joke
балагуритны	jest
балуйтны	misbehave
баляасьны	lamb
баляасьны	yean
банйӧдны	rouge
баррикадируйтны	barricade
баситны	decorate
бастуйтны	strike
беддявны	cane
белитны	whitewash
белитны	whiten
белитны	bleach
бергавны	circle
бергӧдны	turn
бергӧдны	return
бердны	hide
бертны	uproot
бертовтны	twist
бертовтны	turn
бертыштны	tear
бертыштны	break
беседуйтны	converse
беседуйтны	talk
беседуйтны	chat
беспокоитны	worry
беспокоитны	disturb
биавны	illuminate
бинтуйтны	bandage
биргыны	buzz
биргыны	drone
биргыны	chatter
бласлӧвитны	bless
бледмыны	fade
блёнъявны	dangle
блёнъявны	hang
блёнӧдчыны	jingle
блёнӧдчыны	clink
бовйӧдлыны	swing
бовъявны	swing
бовъявны	dangle
божитчыны	swear
боквывтны	lean
боллявны	bubble
болскакывны	splash
болскакывны	smack
болскыны	splash
болтайтны	talk
болтайтны	converse
болтайтны	chatter
болтайтчыны	loiter
больгыны	chatter
больгыны	babble
болькъявны	bubble
больскыны	splash
больтікасьны	plunge
больӧдны	jabber
больӧдны	chatter
болӧдны	mutter
болӧдны	mumble
бомбитны	bomb
бонзьӧдны	break
бонйыны	beat
бонйыны	thrash
боргыны	babble
боргыны	murmur
боргыны	mumble
боргыны	murmur
бормочитны	mutter
бормочитны	mumble
борӧдны	mumble
борӧдны	mutter
босьтавны	take
босьтны	take
босьтны	note
босьтны	receive
босьтчыны	begin
босьтчыны	undertake
бракуйтины	reject
братайтчыны	fraternize
бреньгыны	jingle
бреньгыны	clink
бриньгыны	resound
бриньгыны	jingle
бриньгыны	clink
бринькйӧдлыны	rattle
бритны	shave
бронакывны	buzz
бронакывны	hum
бронакывны	drone
бронгыны	jingle
бронгыны	grumble
бронгыны	mumble
броткакывны	grumble
броткакывны	grouch
броткыны	grouch
броткыны	grumble
броткыны	mutter
бротькыны	grumble
бротькыны	grouch
брунгыны	buzz
брунгыны	hum
брызжитны	spurt
брӧдитны	wander
брӧдяжитны	wander
буавны	moo
буавны	bellow
бувгыны	toll
буждыны	collapse
бузгыны	babble
бузгыны	seethe
буксируйтны	tow
буксыны	whistle
букыштны	frown
букӧстны	toot
булькакывны	gurgle
булькӧдчыны	gurgle
булькӧдчыны	splash
бунтитны	stack
бунтуйтны	stack
бурдны	heal
бурдӧдны	cure
бурдӧдны	heal
бурмыны	improve
бурмӧдны	improve
бурсины	wish
бурсины	bless
бурсьӧлӧмтны	satisfy
бурсьӧлӧмтны	gratify
бурсьӧлӧмтны	bless
бурӧдны	console
бурӧдны	comfort
бурӧдны	reconcile
буситны	drizzle
бусйыны	race
буткыны	bang
буткыны	pound
бучкыны	drink
бучкыны	swill
бушуйтны	rage
буӧстлывны	(tractor)
быгавны	fade
быгавны	whiten
быгавны	bleach
быгльӧдлыны	roll
быгъявны	soap
быгӧдны	bleach
быгӧртны	hem
быдмыны	grow
быдтыны	grow
быдтыны	raise
бызгыльтны	protrude
бызгыльтны	overflow
бызгыны	babble
бызгыны	chat
быздыны	unravel
быльчиктыны	babble
быльчиктыны	chatter
быльӧдны	stare
былявны	stare
быргыны	gabble
бырзьыны	grumble
бырскыны	jab
бырӧдавны	liquidate
бырӧдавны	remove
бырӧдны	eliminate
бырӧдны	devastate
бытшкыны	prick
бытшкыны	stab
бӧрдны	cry
бӧрдӧдны	grieve
бӧрйыны	elect
бӧрйыны	select
бӧрйыны	choose
бӧрыньтны	restrain
бӧрыньтны	hinder
бӧрыньтчыны	withdraw
важмыны	age
вазгыны	grind
вайны	bring
варкйыны	bubble
варкйыны	boil
варовитны	talk
варовитны	converse
вартны	hit
вартны	thresh
вартчыны	swim
варччыны	swim
вашкӧдны	whisper
вашмунны	vanish
вашмунны	disappear
ваявны	carry
ваявны	convey
вевттьыны	cover
вежавны	envy
вежлавны	alternate
вежлавны	change
вежлавны	replace
вежласьны	decline
вежласьны	conjugate
вежласьны	change
вежласьны	exchange
вежсьыны	exchange
вежсьыны	change
вежсьыны	change
вежӧгтыны	envy
вежӧдны	sanctify
вежӧртны	signify
вежӧртны	mean
вежӧртны	understand
велавны	learn
величайтны	extol
велӧдны	teach
велӧдны	teach
велӧдны	teach
велӧдны	train
велӧдны	study
