abstrákta	abstrakti
ráidoheargi	raitohärkä
ráidu	raito
ráidu	rivi
ráidá	raita
ráigi	reikä
ráiku	villikko
ráksá	rauhanen
rámbi	rampa
rámburbargi	kaupantyöntekijä
rámburbargi	myyjä
rámbuvra	kauppa
rámbuvri	kauppa
rámbuvri	liike
rámma	kehys
rámmát	raamattu
rámpa	puupino
rámádus	ylistys
ránan	harmo
ránci	sotamies
ránesskuolfi	lapinpöllö
ránnjá	naapuri
rántet	halonhakkuupaikka
rántet	rante
rápma	kehys
rápmi	kehu
rássa	rassi
rássa	rotu
rásselohkku	heinäsirkka
rássi	ruoho
rássi	heinä
rássi	kukka
rásttis	rastas
rátkka	poroerotus
rátnu	raanu
rátnu	matto
ráva	neuvo
rávda	lupikka
rávdi	seppä
rávdnjeheasta	virtahepo
rávdnji	virta
rávdu	nieriä
rávesolmmoš	aikuinen
rávgoš	suokukko
rávisolmmoš	aikuinen
rávrrabihkka	piki
rávvehus	kehotus
rávvehus	neuvonta
ráđđa	aste
ráđđa	rivi
ráđđeaddi	neuvonantaja
ráđđeaddi	neuvoja
ráđđealmmái	kunnanjohtaja
ráđđedagat	sopimus
ráđđehus	hallitus
ráđđejeaddji	hallitsija
ráđđelahttu	neuvostonjäsen
ráđđeolmmái	kunnanjohtaja
ráđđeviessu	kunnantalo
ráđđi	neuvo
ráđđi	neuvosto
ráŋggáštus	rangaistus
sabet	suksi
sadji	paikka
sadji	sija
sadji	tila
sadjásaš	sijainen
sahki	rantahyönteinen
sahpaldat	pölyrätti
sahá	saha
saháreŋko	sahapukki
sainnahat	hinkuyskä
sajus	sijainti
sajádat	asema
sakkis	leikkivene
sakrameanta	sakramentti
salla	syli
sallafággi	sylipaini
sallit	silli
saláhta	salaatti
sarrit	mustikka
sarvvis	hirvas
sarvváskat	hirventalja
sarvádat	hirventalja
savosuotna	selkäjänne
savu	suvanto
savvon	suvanto
saŋáš	syyhy
seahki	sekavuustila
seahki	sekasotku
seahkka	säkki
seahkka	pussi
seaibi	häntä
seaidni	seinä
seaila	sinetti
seaila	sinettivaha
seakkalággá	lynkkysuoli
sealgeeadni	kätilö
sealgi	selkä
sealla	olkain
seamaskas	säämiskä
seamul	sammal
seargge	särki
searvegoddi	seurakunta
searvevuohta	osallisuus
searvi	seura
seavdnjatvuohta	pimeys
seavla	seula
seavli	seula
seavnnját	säynävä
seaŋga	sänky
segelduvka	purjekangas
segohus	sekoitus
segohus	häiriö
sekunda	sekunti
sekšuvdna	osasto
sekšuvdna	sektio
selddetrássi	jouhivihvilä
seminára	seminaari
senet	sinappi
septeamber	syyskuu
servieahtta	servietti
servodat	yhteiskunta
servodateallin	yhteiskuntaelämä
servodatoahppu	yhteiskuntatieto
servodatovdáneapmi	yhteiskuntakehitys
servodatsuorgi	yhteiskuntasektori
sevdnjesáigi	kaamos
sevdnjesáigi	kaamosaika
sevnnjodeapmi	pimennys
sevsa	kastike
seđel	seteli
siehppa	häpykarva
sieidi	seita
siellu	sielu
siepman	siemen
sierrabibliotehka	erikoiskirjasto
sierralohpi	erikoislupa
sierát	siirappi
siessá	täti
sieđga	paju
sieđgaskierri	pohjanpaju
sigareahtta	savuke
signála	signaali
sihkaldat	pyyhe
sihkarvuohta	turvallisuus
sihkastat	pyyhkäisy
sihkkarastin	varmistus
sihkkel	polkupyörä
sihkkel	pyörä
sihkkungumme	pyyhekumi
sihkor	sikuri
sihta	järviruoho
siida	siita
siida	porokylä
siidaguoibmi	naapuri
siidaveahkki	kotiapulainen
siidu	sivu
siiggát	maininki
siilosuoidni	siiloheinä
siivu	keli
silan	ruipelo
silba	hopea
sildi	silta
sildi	silli
silkečuvla	silkkihame
silki	silkki
silli	siivilä
sirdda	siirtymämatka
sirdin	siirto
sirpe	sirppi
sirát	siirappi
sisaboahtu	ansio
sisbuvssat	pikkuhousut
sisbuvssat	alushousut
sisbáidi	aluspaita
sisdoallu	sisältö
siseana	sisämaa
siseanan	sisämaa
sisti	sisna
sivdnideapmi	luominen
sivla	pikkutuulenkala
sivnnát	sinettisormus
sivva	syy
siŋka	sinkki
siŋkanurki	sinkkanurkka
skadjá	venevaja
skavdda	riite
skeahppu	vakka
skeaikkan	räkättäjä
skealbma	veikkuli
skearrogávpi	levykauppa
skearrogávpi	levyliike
skearru	levy
skeaŋka	lahja
skeaŋkár	kenkkäri
skibir	kaveri
skibir	toveri
skiddu	pikkunieriä
skierat	sakset
skierku	verkilö
skierri	vaivaiskoivu
skierru	kiekko
skierru	pikkukajava
skievttár	tuhlaaja
skihpa	sairastelu
skihpár	ystävä
skilan	kilistin
skilan	kellokas
skilanas	kilistin
skilanas	kilahdus
skilkkanas	kilkutin
skilkkanas	kilkahdus
skilla	kilinä
skilleduorastat	kiirastorstai
skillet	killinki
skire	harakka
skoabádat	rahinakeli
skoalpa	norjalaistalonpoika
skoalta	kolttasaamelainen
skoarkil	väkkärä
skoarpa	vaahto
skoarra	pilkkasiipi
skoarri	rääsyläinen
skoavdnji	mörkö
skoavit	pesuvati
skoađđi	kalvo
skohter	lumikelkka
skohtercrossa	kelkkacrossi
skohččebeallji	pystykorva
skoltalaš	kolttasaamelainen
skoret	juottokauha
skorpiovdna	skorpioni
skovvi	lomake
skreaddár	räätäli
skriidna	lipas
skruva	ruuvi
skruvtta	romu
skruvva	ruuvi
skugga	loukko
skuibi	tuohisuppilo
skuibor	tuohilippi
skumpa	läjä
skuogga	hetula
skuoggir	seulaluu
skuoggun	seulaluu
skuohpponjunni	koukkunokka
skuohppu	kotelo
skuohppu	huppu
skuolfi	pöllö
skuordná	pahanilmanlintu
skuordná	surkimus
skuotnja	valonkajo
skuovva	kenkä
skurbbet	keripukki
skuter	lumikelkka
skuvla	koulu
skuvlabeaivi	koulupäivä
skuvladiibmu	koulutunti
skuvlafága	kouluaine
skuvlagirji	koulukirja
skuvlahistorjá	kouluhistoria
skuvlajahki	kouluvuosi
skuvlalatnja	luokkahuone
skuvlamánná	koululapsi
skuvlaseahkka	koulureppu
skuvlaskibir	koulukaveri
skuvlatiibma	koulutunti
skuvlašillju	koulupiha
skuvlejupmi	koulutus
skábe	kaappi
skábma	kaamos
skábma	kaamosaika
skábmamánnu	marraskuu
skádja	kaiku
skáhpi	pihlaja
skáhppa	kaappi
skáhppe	kaappi
skáhppu	laatikko
skáhtta	tapporaha
skáhttu	valkorausku
skáida	kaide
skáida	linkku
skáiti	tunturikihu
skálla	kalina
skálla	kilinä
skálžu	simpukka
skálžžár	leikkisä
skárben	pahus
skárfa	merimetso
skárrit	sakset
skávli	kalalokki
skávžá	viiksi
skáđadivri	tuhoeläin
skážas	sudenkorento
smarfi	kihara
smarvi	kihara
smiergáhttu	para
smirezas	märepala
smirezat	märepala
smuhčči	suppusuu
smáhkka	maku
smáhkkomuorra	hakkuupölkky
smáhkku	tikku
sneaida	pala
sneaida	kaistale
sneaida	maakaistale
snelkkon	näykkijä
snielut	röyhkimys
snihkkár	nikkari
snihkkár	puuseppä
sniiggár	nuukailija
sniiggár	kuokkavieras
snoraldat	kurenauha
snuggamuš	kaluttava
snuhrra	kuorsaus
snuiba	lippa
snuiba	lippalakki
snuoggá	nuuskija
snuohkki	värttinäkoukku
snuolga	räkä
snuolggár	räkänokka
snuolgá	räkänokka
snurkkas	röhkinä
snuvra	nyöri
snuđđor	umpisuoli
snáhki	harus
snáldu	värttinä
snárki	sykkyrä
snárttal	haapana
soabahus	sovitus
soabahus	hyvitys
soabbi	sauva
soabbi	suksisauva
soadji	hiha
soadji	siipi
soadjá	hiha
soadjá	siipi
soaggi	karsta
soagŋu	kosinta
soagŋu	kosiomatka
soahki	koivu
soahpamuš	sopimus
soahti	sota
soairu	luunaskali
soaitin	sattuma
soaittáhat	sattuma
soalddát	sotilas
soallun	hammastikku
soalsi	kuola
soarpa	vaahto
soarvi	kelohonka
soddi	heittonuoli
soddi	vasama
soffá	sohva
sohka	suku
sohkabealle	sukupuoli
sohkabealli	sukupuoli
sohkabuolva	sukupolvi
sohkagoddi	suku
sohkanamma	sukunimi
sohkar	sokeri
sohti	rääsy
soidnár	vitkuttelija
sokta	vaahto
solju	risku
solju	rintakoru
solon	hammastikku
solža	huhupuhe
solža	jaaritus
sosiálabálvalus	sosiaalipalvelu
sotnabeaiskuvla	sunnuntaikoulu
sotnabeaivi	sunnuntai
sovkken	sokea
sovppá	saippua
spahči	tutinasarvi
spanjahas	sälö
spatni	kitakieleke
speadjal	peili
speajal	peili
speajal	varjostin
speallavearka	reunapitsi
speallu	peli
speažži	latuska
spiehkastat	poikkeama
spiella	tuulenvire
spierru	kalaparvi
spihtálaš	spitaalinen
spihtáldávda	spitaali
spihtálvuohta	spitaalisuus
spihčá	piiska
spiidni	sika
spiidni	porsas
spiikkár	naula
spiinnebiergu	sianliha
spiinnebiergu	porsaanliha
spoavár	povari
spábba	pallo
spábbačiekčanjoavku	jalkapalloseura
spábbačiekčanlihttu	jalkapalloliitto
spábbačiekčanšillju	jalkapallokenttä
spábbačiekči	jalkapalloilija
spáiddar	soihtu
spálfu	pääskynen
spálli	tuulenpuuska
spánnja	pytty
spánskkadávda	espanjantauti
spártu	känsä
spártu	nänni
spárvabeaŋka	sorvi
spáđđa	lapio
stahkka	kimpale
standárda	standardi
statistihkka	tilasto
stašuvdna	asema
steaikabánno	paistinpannu
steaikaoapman	paistinuuni
steamma	ääni
steampal	leima
steažžalakkis	sisilisko
stellet	teline
stereo	stereo
stereot	stereot
stevvel	saapas
stielka	ruoti
stipeanda	stipendi
stipeandaortnet	stipendijärjestelmä
stivli	masto
stivra	johtokunta
stivra	hallitus
stivrejeaddji	perämies
stivrejeaddji	kurinpitäjä
stivrenvuohki	ohjaus
stivrrár	komentaja
stoagan	mekastaja
stoagus	lelu
stoahkanapparáhtta	leikkiteline
stoarbma	myrsky
stoavkkan	maiskuttelija
stoavkkas	maiskutus
stobe	purkki
stohpogálvu	huonekalu
stohpu	tupa
stohpu	mökki
stovla	tuoli
stovla	reidet
strategiija	strategia
streaŋga	metallilanka
struhcca	strutsi
struktuvra	rakenne
struktuvra	struktuuri
studeanta	ylioppilas
studio	studio
stuhkka	palanen
stuhkka	kappale
stuibmi	melu
stumpu	pullukka
stuollu	tuoli
stuorasoahttu	auma
stuorradiggeválga	suurkäräjävaalit
stuorradiggi	suurkäräjät
stuorračoavžžu	valkoviklo
sturji	sottapytty
sturrodat	suuruus
stužanas	loiskahdus
stáda	valtio
stádabušeahtta	valtionbudjetti
stádačálli	valtionsihteeri
stáffu	valkama
stággu	onki
stággu	vapa
stáhkkár	raukka
stáhta	valtio
stáhtabušeahtta	valtionbudjetti
stáhtadoarjja	valtiontuki
stáhtaeanan	valtionmaa
stáhtaminister	pääministeri
stáhtaministtar	pääministeri
stáhtaráđđi	ministeri
stáhtačálli	valtionsihteeri
stáhtus	status
stáinnir	merikissa
stálla	talli
stálli	teräs
stállja	talli
stállu	staalo
stáloboska	karhunputki
stálpejahki	petovuosi
stálubursa	tuhkelo
stárrá	ruskolevä
stávru	pitkäkoipi
stávval	tavu
stáđđi	alasin
submi	summa
suddi	sula
suddi	päälakiaukile
suddu	synti
suddu	vahinko
sudja	syy
suhkkol	sukkula
suhpi	haapa
summá	summa
sundi	kihlakunnantuomari
sundi	suntio
suodjalanplána	suojelusuunnitelma
suodjaleapmi	suojelu
suodjalus	suojelu
suodjalusministtar	puolustusministeri
suohkadas	tiheikkö
suohkan	kunta
suohkan	pitäjä
suohkan	naara
suohkanstivra	kunnanvaltuusto
suohkanstivra	kunnanhallitus
suohkančoahkkin	kyläkokous
suohkat	puuro
suohkkobuvssat	sukkahousut
suohkku	sukka
suohkulanmiessi	syysvasa
suohpal	luuta
suohpan	suopunki
suoidnemánnu	heinäkuu
suoidni	heinä
suoivva	varjo
suoivvanas	häilähdys
suola	varas
suolavuohta	varasteluhalu
suolavuohta	varkaus
suoldni	kaste
suoldni	usva
suoldni	halla
suolohas	saarelainen
suolu	saari
suomagiella	suomi
suonjan	pujahtelija
suonjar	säde
suopman	murre
suopman	ääni
suopmelaš	suomalainen
suopmilaš	suomalainen
suorat	haarakeppi
suorbma	sormi
suordna	saarni
suorggahahtti	pelottava
suorgi	haarauma
suorit	haarakeppi
suorpmahat	sormikas
suorpmas	sormus
suorsá	sorsa
suoskangumme	purukumi
suoskangumme	purkka
suoskkahat	purus
suossa	riite
suovasbiergoláibi	savulihavoileipä
suovasbiergu	savuliha
suovdi	kidus
suovdi	kita
suovva	savu
suovvi	heinäsuova
suttoulli	vedenpaisumus
suttuhisvuohta	synnittömyys
suvddá	sooda
suvri	hapanhera
suvri	happo
suvrrus	suurus
suvvol	auder
suvččageapmi	paleltuma
sykkel	polkupyörä
symbola	symboli
systema	järjestelmä
sábel	sapeli
sábin	hiiri
sádjá	tiinu
ságadoalli	puheenjohtaja
ságastallan	keskustelu
ságastallan	vuoropuhelu
ságat	uutiset
ságat	uutinen
sáhka	juttu
sáhka	puhe
sáhka	puheenaihe
sáhka	kerrottava
sáhkavuorru	puheenvuoro
sáhkel	saakeli
sáhkku	sakko
sáhpal	hiirenvirna
sáhppi	sappi
sáhppi	marjamehu
sáhpán	hiiri
sáhttu	kyyti
sáhtán	saatana
sáibbo	saippua
sáibma	kalaverkko
sáibu	saippua
sáidi	seiti
sáidi	sei
sáivačáhceguolli	sisävesikala
sáivačáhci	sisävesi
sáivačáhci	makeavesi
sákta	mehu
sálaš	saalis
sálbma	virsi
sálbmagirji	virsikirja
sálla	sali
sállemuš	sallimus
sálteguolli	sulakala
sálteluossa	suolalohi
sáltemárfi	meetvursti
sálten	suolaus
sálti	suola
sámediggepresideanta	saamelaispresidentti
sámediggeráđđi	saamelaisneuvosto
sámediggi	saamelaiskäräjät
sámeduodji	käsityö
sámegiella	saame
sámekonvenšuvdna	saamelaiskonventio
sámekultuvra	saamelaiskulttuuri
sámeláhka	saamelaislaki
sámeministtar	saameministeri
sámemánná	saamelaislapsi
sámenuorra	saamenuori
sámepolitihkka	saamelaispolitiikka
sámepolitihkkár	saamelaispoliitikko
sámerádio	saameradio
sámesearvi	saamelaisseura
sámeskuvla	saamelaiskoulu
sámevuohta	saamelaisuus
sámeálbmot	saamenkansa
sámeášši	saamelaisasia
sámil	sammal
sámpá	sammas
sánddat	oikeasilmäkampela
sándil	santalo
sápmelaš	saamelainen
sápmelašvuohta	saamelaisuus
sápmi	saamelainen
sápmi	saamenmaa
sápmi	saame
sáppat	saapas
sárahat	suonisäiekimppu
sárdi	kylkiluu
sárdi	kangaskaista
sárdi	maksasuikale
sárdni	saarna
sárdni	puhe
sárdnideaddji	saarnaaja
sárggis	raita
sárri	rönsy
sártnodeapmi	keskustelu
sátku	venevalkama
sátnegirji	sanakirja
sátnelásku	sananlasku
sátnevuorká	sanavarasto
sátnevájas	sananlasku
sátni	sana
sátnja	verkkoresu
sátta	lähetys
sáttagoddi	valtuusto
sáttošloahtta	hiekkalinna
sáttu	hietikko
sávaldat	toive
sávaldat	toivomus
sávdni	sauna
sáve	saavi
sávza	lammas
sávzadoallu	lampaanhoito
sáđgi	nummi
sáŋgár	sankari
sáŋgár	miekkonen
tabealla	taulukko
tableahtta	tabletti
tallearka	lautanen
teadja	tee
teadjabaste	teelusikka
teadjakohppa	teekuppi
teaipa	teippi
teajat	teenlehdet
teajat	tee
teaksta	teksti
teakstaoassi	tekstiosa
tealtá	teltta
tearbma	termi
teknihkkár	teknikko
teknologiija	teknologia
telefonnummir	puhelinnumero
telefovdna	puhelin
telefáksa	telefaksi
televišuvdna	televisio
tema	teema
tempel	temppeli
tente	tentti
teret	keuhkotauti
terminologiija	terminologia
tevnnet	piirustus
teáhter	teatteri
teáhterbihttá	näytelmä
teáhterhoavda	teatteripäällikkö
tieltá	teltta
tiger	tiikeri
tihttel	titteli
tiibma	kello
tiibma	tunti
tiibmaplána	aikataulu
tiibmaplána	lukujärjestys
tiibmu	kello
tiibmu	tunti
tiida	taika
tiida	taikausko
tilla	asianlaita
tinestus	ansiot
tiŋga	esine
toardna	torni
toassa	rasia
toavva	touvi
toga	juna
tohppa	sokeritoppa
tonna	tonni
treagga	harkki
treagga	naara
truvdnu	valtaistuin
tráhppá	portaat
tráhppá	rappu
tráktor	traktori
tuollu	tulli
tuollár	tullimies
turisma	turismi
turista	turisti
turistabivddus	turistipyydys
tuvdni	tunkio
tuvra	retki
táhka	ote
táhka	rupeama
táhkka	kiitos
táhpa	tappio
táksi	taksi
tákta	tahti
tálga	tali
távval	taulu
uddu	haavauma
uddu	arpi
uddu	luukyhmy
udjuvuohta	ujous
uhcagaccaš	pikkuvarvas
uhcamánná	pikkulapsi
uhkki	uhka
uhkku	ukko
uksa	ovi
uksabiellu	ovikello
uksageavja	kahva
uksageavja	ovikahva
ulbmil	tavoite
ulbmil	päämäärä
ulbmiljoavku	tavoiteryhmä
ulbmilparagráfa	tavoitepykälä
ulda	maahinen
ullobáidi	villapusero
ullobáidi	villapaita
ullu	villa
universitehta	yliopisto
unnagaccaš	pikkuvarvas
unnamánná	pikkulapsi
unnaoappáš	pikkusisko
unnavieljaš	pikkuveli
unnitlohkogiella	vähemmistökieli
unnitlohku	vähemmistö
unnitálbmot	vähemmistökansa
upmisámegiella	uumajansaame
upmolcizáš	urpiainen
uradas	tuholainen
urbi	silmu
urbil	urpiainen
uskealla	petkutus
uskealla	ilkivalta
ustit	ystävä
ustitvuohta	ystävyys
uvdna	uuni
uvdna	hella
uvdnu	pajunkissa
uvlu	kimalainen
uvrrus	tasakertahirsi
uđas	lumivyöry
uđas	ryöppy
uštta	uistinsiima
vahkkobeaivi	viikonpäivä
vahkkobláđđi	viikkolehti
vahkkoloahppa	viikonloppu
vahkku	viikko
vahkuloahppa	viikonloppu
vahát	vahinko
vajahas	viipale
valas	merirautu
valástallanhálla	urheiluhalli
valáštallan	urheilu
valáštallanhálla	urheiluhalli
valáštallansearvi	urheiluseura
vanca	vene
varis	koiras
varit	urakka
varra	veri
varrasupmi	verenpurkaus
varračájánas	verinäyte
varris	uros
varáhat	urakantalja
vazadat	vitikeli
vašolaš	vihollinen
vaššu	viima
veadjočuoibmi	koivukanki
veagalváldin	raiskaus
veahkaváldi	väkivalta
veahkkeneavvu	apuneuvo
veahkkeruhta	apuraha
veahkki	apu
veahkki	apulainen
veahkkivuohta	avuliaisuus
veahkkáivuohta	avuliaisuus
veahčir	vasara
veaidni	vamma
veaiggas	kuolemanenne
veaigi	iltahämärä
veaika	lampunsydän
veaja	vastapaino
veajanas	vastapaino
veaksi	evä
veakta	vaaka
veakta	leiviskä
vealaheapmi	sorto
vealahus	syrjintä
vealgi	velka
vealta	valtti
veanzi	vollottaja
veardde	verran
veardi	piipunvarsi
vearju	ase
vearka	särky
vearra	kalastajakylä
vearredahku	rikos
vearri	vääryys
vearri	erehdys
vearrivuohta	vääryys
vearrodahkki	rikollinen
vearru	vero
vearránus	pahennus
vearránus	ärtymys
vearta	arvoinen
veasta	liivit
veattat	liekaporo
veattáhat	vennepaikka
vejolašvuohta	mahdollisuus
venzzon	vollottaja
venzzon	suunvääntäjä
verdde	kaveri
verdde	ystävä
verddeskuvla	ystäväkoulu
verrodat	vääryys
verrát	veräjä
viehkat	vaaka
viehkki	juoksija
vieljaš	pikkuveli
viellja	veli
vielljavuohta	veljeys
vielppis	koiranpentu
viener	viineri
vierca	pässi
viercadat	pässinnahka
vierru	tapa
viessobearráigeahčči	talonmies
viessogálvu	huonekalu
viessohoiddár	talonmies
viessoláigu	vuokra
viessočoavdda	talonavain
viessu	talo
viesttar	länsi
viesttar	länsituuli
vietnansuotna	venymäsuoni
vievssis	ampiainen
vihtan	todistaja
vihttu	vittu
viidni	viina
viisodat	viisaus
viivu	itsehillintä
viivvur	itsehillintä
vilbealle	poikaserkku
vildu	villikko
vilgesoairássi	tupasvilla
vilgesskuolfi	tunturipöllö
vilgesvuostá	juusto
vilpa	kepponen
vinta	kaivonvintti
vintán	järripeippo
virgeolmmoš	virkailija
virgi	virka
visti	rakennus
visti	asunto
vitta	evä
vivva	kummipoika
vivvabealle	vävy
viđadas	viidennes
viđeš	viitonen
viŋkil	suorakulma
višuvdna	visio
vovdna	vaunu
vuhpon	ahmatti
vuoddji	ajaja
vuoddji	uimari
vuoddji	uiva
vuodja	voi
vuodja	rasva
vuodjaláibi	voileipä
vuodjeleaddji	tokanajaja
vuodjin	ajo
vuodjingoarta	ajokortti
vuodjinkoarta	ajokortti
vuodjinlohpi	ajolupa
vuodjinskuvla	ajokoulu
vuogga	viehe
vuogga	onki
vuogádat	järjestelmä
vuohes	vuohinen
vuohki	tapa
vuohppa	appiukko
vuohppa	appi
vuoibmi	voima
vuoiddadus	voitelu
vuoiddas	voide
vuoigatvuohta	oikeus
vuoigatvuođalávdegoddi	oikeuslautakunta
vuoigŋa	henki
vuoiti	voittaja
vuoitu	voitto
vuoitu	palkinto
vuoitu	myyntikate
vuoivvas	maksa
vuoivvasmeastu	maksapasteija
vuoivvasnjuvddus	maksapasteija
vuoivvasoažži	pallea
vuojahat	uittopaikka
vuojaš	jouhisorsa
vuoján	ajoporo
vuoksi	vaaksa
vuoksá	sonni
vuoksá	härkä
vuokta	tukka
vuokta	hius
vuoktafiehta	tukkasotka
vuoktagoalsi	tukkakoskelo
vuoktačuohppi	kampaaja
vuoktašámpu	hiusshampoo
vuoktašámpu	shampoo
vuola	olut
vuolahas	lastu
vuolahas	helve
vuolahat	vuolupaikka
vuolahat	höyläyspaikka
vuolgga	lähtö
vuolildas	alaosa
vuolildusbivttas	alusvaate
vuolla	olut
vuolli	alajuoksu
vuolláibáza	alijäämä
vuolpu	puolihame
vuolpu	leninki
vuoládus	alennus
vuonccis	kana
vuoncáfálli	kanahaukka
vuoncávarris	kukko
vuoni	anoppi
vuonjal	vuongeli
vuoras	vanha
vuoražas	varis
vuoražasmuorji	variksenmarja
vuorbi	arpa
vuorbi	kohtalo
vuorbádus	arvonta
vuordin	lykkäys
vuordámuš	odotus
vuorká	arkisto
vuorká	säilö
vuorkágovva	arkistokuva
vuorru	vuoro
vuortnis	vala
vuoruhansuorgi	satsausalue
vuorčámuorji	variksenmarja
vuorččis	varis
vuoskku	ahven
vuossu	palje
vuossu	palkeet
vuossárga	maanantai
vuosteháhku	vastustus
vuostá	juusto
vuostáláibi	juustovoileipä
vuotna	vuono
vuotnaguovlu	vuonoalue
vuotta	paula
vuovdi	metsä
vuovdin	myynti
vuovssanas	oksennus
vuovssanasdávda	oksennustauti
vuođus	perusta
vuođustus	perusta
vuođđo	perusta
vuođđodoarjja	perustuki
vuođđoealáhus	peruselinkeino
vuođđojurdda	periaate
vuođđoláhka	perustuslaki
vuođđooahpahus	perusopetus
vuođđoskuvla	peruskoulu
vuođđostruktuvra	perusrakenne
vuođđu	perusta
vuođđu	pohja
vuođđudanáššegirji	perustamisasiakirja
vuođđudus	perustaminen
vuođđudus	säätiö
vuoššanruitu	kattila
vuoššanruitu	keittoastia
vuožži	iljanne
váccáhat	jalkakäytävä
váddu	vahinko
vádjolus	vaellus
váffelmávka	vohvelitaikina
vággi	laakso
váhkar	kuopus
váhnen	vanhempi
váhnenčoahkkin	vanhempainkokous
váhpi	lapsivesi
váhttar	vesivaaka
váibbat	vaipukka
váibmogirddáhat	sydämentykytys
váibmosuotna	valtimo
váibmu	sydän
váidalahtti	valitettava
váidalus	valitus
váidda	syytös
váidda	valitus
váidi	ilmiantaja
váidnahádja	kalmanhaju
váikkuhanfápmu	vaikutusvalta
váikkuheapmi	vaikutus
váikkuhus	vaikutus
váilevašvuohta	puute
váili	vaille
váimmus	puuydin
váimmus	atominydin
váipe	hevosloimi
váivi	vaiva
váksi	vaaksa
vákta	vartija
válbor	vappu
váldi	ottaja
váldobargu	päätyö
váldodoaimmaheaddji	päätoimittaja
váldohástalus	päähaaste
váldokantuvra	pääkonttori
váldolávdegoddi	päälautakunta
váldonjuolggadus	pääsääntö
váldooassi	valtaosa
váldosivva	pääsyy
váldoulbmil	päämäärä
váldoášši	pääasia
váldočálli	pääsihteeri
váldošiehtadus	pääsopimus
válga	vaalit
válga	uittosalko
válgabeaivi	vaalipäivä
válgabiire	vaalipiiri
válgaboađus	vaalitulos
válgagižžu	vaalitaistelu
válgajahki	vaalivuosi
válgalávdegoddi	vaalilautakunta
válgaortnet	vaalijärjestelmä
válgastivra	vaalijohtokunta
válgaáigodat	vaalikausi
válli	vala
válljejeaddji	valitsija
válljejeaddji	valitsijamies
válljen	valinta
válsa	valssi
vánddardeaddji	kulkuri
vánddis	päästäinen
vánhen	vanhempi
váran	vadelma
váran	vattu
váravárpá	kurjenkanerva
várjalus	varjelus
várjjagaš	varankilainen
várju	käärinliina
várka	särky
várregilga	vuorenrinne
várrehus	varoitus
várrelahttu	varajäsen
várrepresideanta	varapresidentti
várreáirras	varaedustaja
várri	vaara
várri	vuori
várri	tunturi
vársá	varsa
várta	vartti
várta	neljännestunti
váruhus	varoitus
vásihus	kokemus
vástádus	vastaus
vásáhus	elämys
váttisvuohta	ongelma
vávdno	vaunut
vávvá	nukke
vázzi	kävelijä
vázzin	kävely
vázzingeaidnu	kävelytie
vázzinravda	jalkakäytävä
váđot	mesimarja
váđđu	juksa
váža	porovaadin
Ásia	Aasia
ábiruvvá	merenneito
áddejupmi	ymmärrys
ádden	ymmärrys
áddjut	lapsenlapsi
áddjá	isoisä
áddjá	äijä
ádel	aateli
ágga	anteeksianto
áhkacincu	rasvakala
áhkalakkis	holkeri
