абонементный	абонемента
явь	вемӧс
ягодник	вотӧсаин
ядро	ядрӧ
ядро	сьӧмӧс
ядро	сюрӧс
яичница	яеснича
яйцо	
яканье	акайтӧм
якорь	якӧр
яловка	
яма	гу
ямщина	
янтарь	изсир
ярлык	ним
ярмарка	ярманга
ярость	ярлун
ярус	судта
ясновидение	
ясность	дзирыдлун
ясность	ясыдлун
ястреб	варыш
ястребёнок	варышпи
ястык	
ячейка	син
ячейка	ютыртор
ячея	син
ящер	ящер
ёж	ёж
ёрш	йӧрш
автоматизироваться	автоматизируйтчыны
акать	акайтны
аранжировать	инесов.
ахнуть	
бабахать	
бабахнуть	
багрянить	пемыдгӧрдӧдны
баловать	
барахлить	
бастовать	бастуйтны
бдеть	
белить	что
бередить	что
беременеть	сьӧктыны
бешенствовать	яравны
бичевать	кого
благоустроиться	бурмыны
блокировать	инесов.
блудить	
блюсти	
бодаться	люкасьны
болтать	
болтать	
бомбардировать	инесов.
бороздить	что
брехать	
бриться	бритчыны
бросать	что
брызнуть	
брякать	
брякнуть	
будоражиться	шызьыны
бултыхать	
бултыхаться	
бурчать	
буффонить	тешитчыны
бухать	
бухнуть	
бухнуться	
быть	
валандаться	
валом	
вариться	пусьыны
варьироваться	вежласьны
вбивать	что
вбирать	что
ввезти	что
ввернуть	что
ввинтить	винтитны
вдохнуть	что
вековать	нэмуйтны
великодушничать	бурлунасьны
величаться	
вернуть	что
вероятно	
веселеть	гажмыны
веселиться	гажӧдчыны
взбудоражиться	шызьыны
взбухать	польдчыны
взбухнуть	польдны
взбучить	кого
взвеситься	веситчыны
взвести	что
взвинтиться	швыргыны
вздорожать	донсявны
вздумать	
вздуть	что
вздыхать	
взломать	что
взрослеть	верстяммыны
вить	что
вихлять	
вкоренить	что
влечься	кыссьыны
внушать	что
возгордиться	чем
возделывать	что
возложить	что
возможно	
возможно	
возобновить	что
волхвовать	тунавны
ворковать	кургыны
воротить	
ворочаться	
ворошить	что
воскресать	ловзявны
восполниться	вешйыны
воспользоваться	чем
воспроизвести	что
впитать	что
вправить	что
вскинуть	что
вскрыть	что
вспениться	быгзьыны
вспрыскивать	что
вспрыснуть	что
вспухать	пыктавны
вспухнуть	пыктыны
втравить	кого
втянуться	
вшиветь	тойӧссьыны
выбелить	что
выбраниться	ёрччыштны
выбриться	бритчыны
вываляться	туплясьны
выварить	что
вывернуть	что
выветрить	что
выветриться	что
вывихнуться	вӧрзьыны
выворотить	
выгадать	что
выгладить	что
выгладиться	шылявны
выговорить	что
выдавить	что
выдвинуть	что
выделать	что
выделывать	что
выдолбить	что
выдумать	что
выдуть	что
выездить	кого
выесть	что
выжарить	что
выжариться	
выжать	что
вызваться	вӧзйысьны
выкачать	что
