aakkosellinen	alfabehtalaš
sykkyräsuoli	gahpárus
syksy	čakča
syli	salla
syli	aski
syli	fátmi
sylipaini	fággi
sylipaini	sallafággi
sylki	čolga
symboli	symbola
synnittömyys	suttuhisvuohta
synti	suddu
syntinen	suddugas
synty	riegádeapmi
syntymä	riegádeapmi
syntymämerkki	riegádanmearka
syntymäpäivä	riegádanbeaivi
syntymäpäivä	šaddanbeaivi
syntymäpäivälahja	riegádanbeaiskeaŋka
syntymäpäiväterveys	riegádanbeaivedearvvuođat
syrjintä	vealahus
syrjäseutu	boaittobealli
systeemi	systema
sytyke	buollahat
sytykehalko	dilot
sytytys	cahkkehus
syvyys	čieŋalvuohta
syvänmerenkala	áhpeguolli
syvänne	čiekŋalas
syvänne	jorbmi
syy	sivva
syy	sudja
syyhy	saŋáš
syys	čakča
syyskesä	čakčageassi
syyskuu	čakčamánnu
syyskuu	septeamber
syysloma	čakčaluopmu
syyte	stevnnet
syyte	sivahus
syytetty	áššáskuhtton
syytös	váidda
syöjätär	áhčešeatni
syöminen	borran
syönti	borran
syöpä	borasdávda
syöpä	boras
syöpä	kreakta
syöttö	boraheapmi
syötävä	borus
säde	suonjar
säe	gurgadas
sähkö	elrávdnji
sähkö	elektrisitehta
säilykepurkki	boksa
säilö	vuorká
säkki	seahkka
säleikkö	ridda
sälö	spanjahas
sänky	seaŋga
sänkyvaatteet	gávnnit
särki	seargge
särky	várka
särky	vearka
särmä	ordi
säteily	suonjardeapmi
sävel	šuokŋa
sävellys	komposišuvdna
säveltäjä	komponista
sävy	ivdni
sävy	suoivva
säynävä	seavnnját
sää	dálki
sää	šakŋa
säädos	njuolggadus
sääli	šállo
säämiskä	seamaskas
sääntö	njuolggadus
sääski	čuoika
säästö	duohčču
säätiö	vuođđudus
sössöttäjä	šombbár
taajama	čoahkkebáiki
taajuus	dávjodat
taakka	noađđi
taaleri	dálla
taateli	dádel
tabletti	tableahtta
tahko	šliipá
tahma	dáđđi
tahma	dággi
tahti	tákta
tahti	dákta
tahto	áigumuš
tahto	dáhttu
taide	dáidda
taide	goansta
taidekeskus	dáiddaguovddáš
taidemaalari	govvadáiddár
taidemuseo	dáiddamusea
taidenäyttely	dáiddačájáhus
taidenäyttely	duodječájáhus
taika	tiida
taikaa	dáigá
taikausko	tiida
taikina	dáigi
taistelu	dáistaleapmi
taitaa	dáidá
taitaja	dáidi
taitavuus	čeahppivuohta
taitelija	dáiddár
taito	máhttu
taivaankansi	albmeassi
taivaansuunta	almmiguovlu
taivaanvaltakunta	almmiriika
taivaanvuohi	meahkástat
taivaanvuohi	almmivierca
taivaaseenastuminen	albmáimannan
taivas	albmi
taka	duohki
takaisin	ruovttoluodda
takapuoli	bahta
takka	dáhkki
takki	jáhkka
takki	readdju
takki	liidnegákti
takku	duoggi
taksi	táksi
taksi	drošše
taksi	dákse
taksikuski	dáksevuoddji
taktiikka	taktihkka
tali	tálga
talitiainen	gaccet
talitintti	buoidegaccet
talja	duollji
talkkikivi	ástageađgi
talli	stálla
talli	stállja
talo	viessu
talo	dállu
taloemäntä	dálueamit
talollinen	dálon
talollinen	dálolaš
talonavain	viessočoavdda
talonmies	viessohoiddár
talonmies	viessobearráigeahčči
talonpoika	dálobuoigi
talous	ekonomiija
talous	dállodoallu
talousministeri	finánsaministtar
taloustiede	álbmotekonomiija
taloustilanne	ruhtadilli
taltta	luovččan
talvi	dálvi
talvilaidun	dálveguohtun
talvilaidun	dálveguohtumat
talvisota	dálvesoahti
talvivaatteet	dálvebivttas
tamma	dámmá
tammi	eaika
tammikuu	ođđajagemánnu
tammikuu	ođđajagimánnu
tammikuu	jánovár
tammukka	dápmot
tanssi	dánsa
tanssija	dánsu
tanssiminen	dánsun
tapa	vuohki
tapa	láhki
tapa	vierru
tapa	dáhpi
tapaaminen	deaivvadeapmi
tapaamispaikka	deaivvadansadji
tapahtuma	dáhpáhus
tapahtuma	fearán
tapaus	dáhpáhus
tappaminen	goddin
tappio	táhpa
tapporaha	skáhtta
tarina	historjá
tarina	máinnas
tarjoilija	beavdebiigá
tarjotin	breahtta
tarjous	fálaldat
tarke	dárkka
tarkistuskomitea	dárkkistanlávdegoddi
tarkkuus	dárkilvuohta
tarkoitus	ulbmil
tarmonpesä	šávge
taru	suvccas
tarve	dárbu
tarve	earán
tarve	dárbbaš
tarvoin	durbbon
tasaisuus	dulbodat
tasajako	guovdajuohku
tasakertahirsi	uvrrus
tasanko	šleađđu
tasapaino	balánsa
tasavalta	republihkka
tasavalta	dásseváldi
tasku	lumma
tasku	lubma
taskukello	lummor
taso	dássi
tauko	boddu
taulakääpä	čátná
taulu	távval
taulukko	tabealla
tausta	duogáš
tauti	dávda
tauti	buozalmasvuohta
tauti	buohcuvuohta
tavara	gálvu
tavara	dávvir
tavi	čiksa
tavoite	ulbmil
tavoite	mihttomearri
tavoitepykälä	ulbmilparagráfa
tavoiteryhmä	ulbmiljoavku
tavu	stávval
teatteri	teáhter
teatteripäällikkö	teáhterhoavda
tee	deadja
tee	teadja
tee	deajat
tee	teajat
teekuppi	deadjagohppu
teekuppi	teadjakohppa
teelmä	duojáldat
teelusikka	teadjabaste
teelusikka	deadjabaste
teema	tema
teenlehdet	teajat
teeri	hurri
tehdas	fabrihkka
tehdasmatto	fabrihkkarátnu
tehdastyöläinen	fabrihkkabargi
teho	vuoibmi
teho	beaktu
tehtävä	bargu
tehtävä	doaibma
teippi	teaipa
tekeminen	dahkan
tekeminen	dahkamuš
tekijä	dahkki
tekniikka	teknihkka
teknikko	teknihkkár
teknologia	teknologiija
teko	dahku
teksti	teaksta
tekstiosa	teakstaoassi
telakka	dohkka
telefaksi	telefáksa
televisio	televišuvdna
teline	stellet
telkkä	čoađgi
teltta	tealtá
teltta	tieltá
temppeli	tempel
tenolainen	deatnulaš
tentti	eksámen
tentti	tente
teollisuus	industriija
teologi	teologa
teologia	teologiija
teoria	teoriija
teos	bargu
teos	duodji
termi	tearbma
termimaito	gássi
terminologia	terminologiija
terva	bihkka
tervas	bihkaš
tervetuloa	buresboahtin
terveydenhuollontyöntekijä	dearvvašvuođabargi
terveys	dearvvašvuohta
terveys	dearvvuohta
terveys	dearvvasvuohta
terveys	healsa
terveyskeskus	dearvvašvuođaguovddáš
terveyspalvelu	dearvvašvuođabálvalus
terä	ávju
terä	dearri
teräase	ávjoruovdi
teräs	stálli
testamentti	destamente
testi	teasta
teuras	šlákta
teurastaja	njuovvi
teurastamo	njuovahat
teurastamo	njuovvanrusttet
teurastus	njuovvan
teurastus	njuovadeapmi
teurastus	šlákta
tie	geaidnu
tiede	dieđa
tiedekunta	fakultehta
tiedekunta	dieđagoddi
tiedemies	dieđaolmmái
tiedosto	vuorká
tiedosto	fiila
tiedote	dieđáhus
tiedotus	diehtojuohkin
tiedotus	informašuvdna
tiedustelija	iskkadeaddji
tielaitos	geaidnodoaimmahat
tienesti	dines
tiennäyttäjä	ofelaš
tienoo	guovlu
tienpenger	geaidnoguorra
tieristeys	luoddaearru
tieto	diehtu
tieto	oahppa
tietoisuus	diđolašvuohta
tietokanta	diehtovuođđu
tietokone	dihtor
tietokonefirma	dihtorfitnodat
tietokonepeli	dihtorspeallu
tietokoneyritys	dihtorfitnodat
tietoministeriö	máhttodepartemeanta
tietsikkapeli	dihtorspeallu
tiettömyys	geainnohisvuohta
tietäjä	diehtti
tietäjäeukko	gieddegeašgálgu
tietäjäeukko	gieddegeašáhkku
tietämättömyys	diehtemeahttunvuohta
tiheikkö	murdu
tiheikkö	suohkadas
tiheys	deahtisvuohta
tiikeri	tiger
tiinu	sádjá
tiira	čearret
tiirikka	diret
tiistai	maŋŋebárga
tiistai	disdat
tiiviste	bagadas
tikku	smáhkku
tikku	dihkku
tila	dilli
tila	sadji
tilaaja	diŋgojeaddji
tilaisuus	dilálašvuohta
tilanne	dilli
tilasto	statistihkka
tilaus	dilálašvuohta
tilavuus	daddjásvuohta
tili	konto
tili	kontu
tilinpito	rehketdoallu
tilli	dilla
timantti	diamánta
tina	datni
tinauskolvi	golve
tintti	diddi
tiskikone	lihttebassanmášiidna
titteli	tihttel
titti	diddi
tiuku	gilká
todellisuus	duođalašvuohta
todennäköisyys	vuordda
todistaja	vihtan
todistaja	duođašteaddji
todiste	duođaštus
todistus	duođaštus
tohtori	doavttir
tohtorikoulu	doavttirskuvla
tohtorintutkinto	doavttergráda
toimeentulo	birgenláhki
toimeentulo	áigáiboahtu
toimeentulo	birgemuš
toimeentulotuki	doaibmadoarjja
toimenpide	doaibmabidju
toimi	doaibma
toimikulu	doaibmagollu
toiminta	doaibma
toimintasuunnitelma	doaibmaplána
toimintayksikkö	doallu
toimintayksikkö	doalloovttadat
toimisto	kantuvra
toimisto	doaimmahat
toimistoapulainen	kántorveahkki
toimistotyö	kántorbargu
toimistotyöntekijä	kántorbargi
toimitapa	doaibmavuohki
toimittaja	journalista
toimittaja	doaimmaheaddji
toimitus	doaimmahus
toimitus	doaimmaheapmi
toimitusjohtaja	beaivválaš
toipilas	buorráneaddji
toive	sávaldat
toivo	doaivva
toivo	doaivu
toivomus	sávaldat
toivottomuus	doaivvuhisvuohta
toivottu	sávahahtti
tokanajaja	vuodjeleaddji
tonni	tonna
tontti	viessosadji
torakka	kakkerláhkká
tori	toarga
torni	toardna
torni	doardna
torstai	duorastat
torvi	dorve
torvijäkälä	bohccejeagil
tosiasia	duohtaášši
tosiasia	fakta
toteuttaminen	ollašupmi
totuus	duohtavuohta
totuus	duhtodat
toukka	suoksa
toukokuu	miessemánnu
toukokuu	mái
touvi	toavva
toveri	skibir
toveri	rádná
traditio	árbevierru
traktori	tráktor
treenihousut	hárjehallanbuvssat
tsaari	cára
tuhina	cuskkas
tuhka	gutna
tuhkelo	stálubursa
tuhlaaja	skievttár
tuhlari	duvhllár
tuho	jápmu
tuhoeläin	skáđadivri
tuholainen	billár
tuholainen	beaisku
tuholainen	uradas
tuke	dahpaldat
tuki	doarjja
tuki	caggi
tuki	doarjalus
tuki	duvdda
tukija	doarjaleaddji
tukijärjestelmä	doarjjaortnet
tukikeppi	beantá
tukikohta	doarjjabáiki
tukiraha	doarjjaruhta
tukka	vuokta
tukkakoskelo	vuoktagoalsi
tukkasotka	vuoktafiehta
tukki	dimbbar
tukkilautta	lahtta
tuleminen	boahtimuš
tulenpesä	árran
tulenpesä	ára
tulevaisuus	boahtteáigi
tulevaisuus	boahttevuohta
tuli	dolla
tuliainen	dullejaš
tulikettu	dollarieban
tulikettu	hillaruovssut
tulipalo	buollin
tulisija	árran
tulisija	dollagáddi
tulisija	ára
tulitikku	rišša
tulitikku	riššasággi
tulitikku	dihkku
tulitikkuaski	riššadoassa
tulkinta	dulkon
tulkkaus	dulkon
tulkki	dulka
tulkkipalvelu	dulkonbálvalus
tulli	duollu
tulli	tuollu
tullimies	tuollár
tulo	boahtin
tulokas	easkaálgi
tulos	boađus
tulva	dulvi
tumppu	fáhcca
tunkio	duŋgá
tunkio	tuvdni
tunne	dovdu
tunneli	tunnel
tunnelma	mielladilli
tunnelma	dovddut
tunnus	dovddaldat
tunnustus	dovddastus
tunti	diibmu
tunti	tiibmu
tunti	tiibma
tuntomerkki	dovdomearka
tuntuma	oktavuohta
tuntuma	lagašvuohta
tunturi	duottar
tunturi	várri
tunturihaukka	rievssatfálli
tunturikihu	skáiti
tunturikiuru	ruoššaállat
tunturikoivu	lageš
tunturilainen	barju
tunturimökki	duottarstohpu
tunturinselkä	duottarčielgi
tunturipöllö	jievjaskuolfi
tunturipöllö	vilgesskuolfi
tuohi	beassi
tuohilippi	skuibor
tuohisuppilo	skuibi
tuoli	stuollu
tuoli	beaŋka
tuoli	stovla
tuomari	duopmár
tuomio	duopmu
tuomioistuin	duopmostuollu
tuomiokirkko	duopmogirku
tuomitseminen	dubmehus
tuonti	buktu
tuotanto	buvttadeapmi
tuotanto	buvttadus
tuote	buvtta
tuotto	vuoitu
tupa	stohpu
tupa	orrunlatnja
tupakka	duhpát
tupasvilla	vilgesoairássi
tuppi	dohppa
tupsu	diehppi
turhuus	dušši
turismi	turisma
turisti	turista
turistipyydys	turistabivddus
turjansaame	darjjesámegiella
turkki	beaska
turkkipaita	dorka
turma	albmasuoigi
turmelus	billašupmi
turpa	njunni
turska	dorski
turva	dorvu
turvallisuus	sihkarvuohta
turvallisuus	oadjebasvuohta
turve	lavdnji
tusina	duoltu
tusina	dusen
tusina	duset
tuska	duski
tutka	rádár
tutkielma	dutkan
tutkija	dutki
tutkija	diđošteaddji
tutkiminen	dutkan
tutkiminen	dutkamuš
tutkimus	dutkan
tutkimus	iskkadeapmi
tutkimusalue	dutkanbiras
tutkimusministeriö	dutkandepartemeanta
tutkimusministeriö	dutkandepartementa
tutkimusneuvosto	dutkanráđđi
tutkimusohjelma	dutkanprográmma
tutkimusprojekti	dutkanprošeakta
tutkinto	dutkan
tutti	doahttu
tuulenhenkäys	hieibma
tuulenpuuska	spálli
tuulenpuuska	roassa
tuulenvire	spiella
tuulenviri	hieibma
tuuletin	bosan
tuuli	miella
tuuli	biegga
tuuli	riđđu
tuumi	ruoksi
tyhjänpäiväisyys	dušši
tyhmyys	dovkodat
tyhmyys	doavkivuohta
tykistö	artilleriija
tykki	kanovdna
tylli	buvvedat
tylli	bávgoš
tylppä	dulpu
tynnyri	fárppal
tynnyri	dudnar
tynnyrintekijä	giippár
tyrsky	márahat
tyrä	guskkádávda
tyttö	nieida
tyttö	nieidačivga
tyttölapsi	nieidačivga
tyttönen	nieiddaš
tyttöserkku	oarpmealle
tyttöystävä	moarsi
tytär	nieida
tytönhattara	hilcu
tyvi	mátta
tyyli	vuohki
tyyli	stiila
tyyni	goalki
tyyny	guoddá
tyyny	bolsttar
tyyppi	tiipa
tyytyväisyys	duhtavašvuohta
työ	bargu
työaika	barganáigi
työelämä	bargoeallin
työkalu	reaidu
työkalu	bargobierggas
työkkyri	riehkan
työlautakunta	bargolávdegoddi
työllistämiskerroin	bargosuorgi
työllisyys	barggolašvuohta
työläinen	bargi
työministeriö	bargodepartemeanta
työnantaja	bargoaddi
työntekijä	bargi
työolosuhde	bargodilli
työpaikka	bargosadji
työpaikka	bargobáiki
työpäivä	bargobeaivi
työryhmä	bargojoavku
työsuunnitelma	bargoplána
työtapa	bargovuohki
työtehtävä	bargobihttá
työttömyys	bargguhisvuohta
työvaatteet	bargobivttas
työvoima	bargoveahka
työväenpuolue	bargiidbellodat
työväki	bargoveahka
työympäristö	bargobiras
tähti	násti
täi	dihkki
täinmunat	njivdnja
tärinä	doarggástus
täti	siessá
täti	muoŧŧá
täti	goaski
täti	ipmi
täysistunto	dievasčoahkkin
täysistunto	ollesčoahkkin
täyte	deavdda
täyttymys	devdojupmi
täytymys	fertenvuohta
täälläasuja	dáppeorru
töminä	deapma
törky	dearga
törky	ruhci
törmä	dearbmi
törmäpääsky	derpmoš
uhka	áitta
uhka	uhkádus
uhka	uhkki
uhkaus	nihta
uhri	oaffar
uimari	vuoddji
uittopaikka	vuojahat
uittosalko	válga
uiva	vuoddji
ujous	udjuvuohta
ukko	gállis
ukko	uhkku
ukkometso	čukčá
ukkonen	baján
ukkonen	bajándálki
ukkosenjyrähdys	čeargganas
ukkosilma	bajándálki
ulkoeteinen	olgofeaskkir
ulkomaa	olgoriika
ulkomaalainen	olgoriikalaš
ulkoministeri	olgoriikkaministtar
ulkoministeriö	olgoriikadepartemeanta
ulkonäkö	hápmi
ulkonäkö	neahku
ulkopolitiikka	olgoriikkapolitihkka
ulkopuoli	olggobealle
ulkoseinä	olgoseaidni
ulkovaatteet	olgguldasbivttas
ulottuvuus	olli
ulottuvuus	dimenšuvdna
ulottuvuus	olámuddu
ummetus	baikabava
ummetus	dahpahat
ummetustauti	čitnun
umpisuoli	obbalággá
umpisuoli	guopmolággá
umpisuoli	lággá
umpisuoli	snuđđor
unennäkijä	nigolaš
uni	niehku
uni	nagir
uoma	roggi
upporikas	buorggár
upseeri	offiseara
ura	luodda
ura	karrieara
ura	gurra
urakantalja	varáhat
urakka	varit
urhea	oaván
urheilija	valástalli
urheilu	valáštallan
urheiluhalli	valáštallanhálla
urheiluhalli	valástallanhálla
urheiluseura	valáštallansearvi
urho	oaván
urku	orgel
uros	varris
uroskärppä	goaigi
urpiainen	upmolcizáš
urpiainen	urbil
usko	osku
usko	doaivu
uskollisuus	oskkáldasvuohta
uskomus	jáhkku
uskonto	osku
uskova	osku
uskova	kristtalaš
uskova	oskkolaš
usva	suoldni
utare	ruoksi
uudenvuodenaatto	ođđabeairuohtta
uudenvuodenaatto	ođđajagiruohtta
uudenvuodenpäivä	ođđabeaivi
uudisasukas	ođđaássi
uudistus	ođasmahttin
uudistus	ođastus
uudistuva	ođasmahtti
uumajansaame	upmisámegiella
uuni	uvdna
uuni	omman
uuni	oapman
uuninrengas	riŋga
uusivuosi	ođđajahki
uutinen	ođas
uutinen	ságat
uutiset	ságat
vaadin	áldu
vaahto	sokta
vaahto	soarpa
vaahto	skoarpa
vaaka	viehkat
vaaka	veakta
vaaksa	váksi
vaaksiainen	bealljerokkan
vaakuna	vearjogovva
vaali	válga
vaalijohtokunta	válgastivra
vaalijärjestelmä	válgaortnet
vaalikausi	válgaáigodat
vaalilautakunta	válgalávdegoddi
vaalipiiri	válgabiire
vaalipäivä	válgabeaivi
vaalit	válga
vaalitaistelu	válgagižžu
vaalitulos	válgaboađus
vaalivuosi	válgajahki
vaara	várri
vaate	bivttas
vaate	gárvu
vaatekauppa	borramušgávpi
vaatekauppa	bivttasgávpi
vaatimennahka	áldodat
vaatimus	gáibádus
vadelma	váran
vaellus	vádjolus
vahakynttilä	ginttal
vahinko	vahát
vahinko	suddu
vahinko	váddu
vahti	oaidni
vahti	fákta
vahvuus	gievravuohta
vaihde	molssa
vaihe	muddu
vaihtelu	molsašuddan
vaihto	molsuheapmi
vaihtoehto	molssaeaktu
vaikeus	váttisvuohta
vaikute	váikkuhus
vaikutus	váikkuhus
vaikutus	váikkuheapmi
vaikutusvalta	váikkuhanfápmu
vaille	váili
vaimo	nisu
vaimo	eamit
vaimo	áhkká
vaimo	eammi
vaimo	gálgu
vainaja	rohkki
vainaja	jámeš
vainio	gieddi
vainio	bealdu
vaino	doarrádallan
vaino	váidnu
vaipukka	váibbat
vaitonaisuus	jienahisvuohta
vaiva	váivi
vaivaiskoivu	skierri
vaja	skadjá
vakiovuoro	fástavuorru
vakuutus	dáhkádus
vala	válli
vala	vuortnis
valaannahka	gáhčči
valas	fális
vale	gielis
valinta	válljen
valitettava	váidalahtti
valitsija	válljejeaddji
valitsijamies	válljejeaddji
valitus	váidda
valitus	váidalus
valitus	moaitta
valkama	stáffu
valkko	bejot
valkoposkihanhi	gálbbenjunčuonjá
valkorausku	skáhttu
valkoviklo	stuorračoavžžu
vallankaappaus	revolušuvdna
vallankaappaus	válderihpan
vallankumous	revolušuvdna
valloitus	váldin
valmentaja	hárjeheaddji
valmistaja	ráhkadeaddji
valmistus	ráhkadeapmi
valo	čuovga
valokuva	čuovgagovva
valonkajo	skuotnja
valssi	válsa
valta	fápmu
valta	váldi
valtaistuin	truvdnu
valtakunta	delegašuvdna
valtameri	váldomearra
valtaosa	váldooassi
valtatie	riikkageaidnu
valtaus	váldin
valtimo	váibmosuotna
valtio	stáhta
valtio	riika
valtio	stáda
valtionbudjetti	stáhtabušeahtta
valtionbudjetti	stádabušeahtta
valtioneuvosto	stáhtaráđđi
valtionmaa	stáhtaeanan
valtionpäämies	stáhtaoaivámuš
valtionraja	riikkarádji
valtionraja	riikkarádjá
valtionraja	riikarádji
valtionsihteeri	stáhtačálli
valtionsihteeri	stádačálli
valtiontuki	stáhtadoarjja
valtuuskunta	delegašuvdna
valtuusto	sáttagoddi
valuutta	valuhtta
valvoja	gohcci
valvoja	badjeliigeahčči
valvonta	bajilgeahčču
vamma	veaidni
vanha	vuoras
vanhapiika	boaresnieida
vanhempainkokous	váhnenčoahkkin
vanhempi	váhnen
vanhempi	vánhen
vanhus	boaran
vanhuus	boarisvuohta
vankeus	fáŋgavuohta
vanki	fáŋga
vankila	giddagas
vanne	gierdu
vanneaines	gierddus
vapa	stággu
vapaapäivä	friddjabeaivi
vapaatunti	boddu
vapaus	friddjavuohta
vappu	válbor
vara	ráđđi
varaedustaja	várreáirras
varajäsen	várrelahttu
varankilainen	várjjagaš
varapresidentti	várrepresideanta
varapuheenjohtaja	várreságadoalli
varas	suola
varasteluhalu	suolavuohta
varaus	eaktu
varaus	várrehus
variksenmarja	čáhppesmuorji
variksenmarja	vuoražasmuorji
variksenmarja	vuorčámuorji
varis	garjá
varis	vuoražas
varis	vuorččis
varjelus	várjalus
varjo	suoivva
varjostin	speajal
varkaus	suolavuohta
varmistus	sihkkarastin
varmuus	sihkarvuohta
varoitus	várrehus
varoitus	váruhus
varpu	daŋas
varsa	vársá
varsi	nađđa
vartalo	mátta
vartalo	gorut
vartija	vákta
vartti	kvárta
vartti	goartil
vartti	várta
varuste	rusttet
varuste	bierggas
varvas	juolgesuorbma
vasa	miessi
vasa	čearpmat
vasama	soddi
vasannahka	miessadat
vasara	veahčir
vasavaami	miesseáldu
vasemmistopuolue	gurutbellodat
vasikka	gálbi
vasoja	guoddi
vasta	lastarissegihppu
vastaanotto	vuostáiváldin
vastaava	hovdejeaddji
vastakaiku	dávástus
vastakohta	vuostegeahči
vastapaino	veaja
vastapaino	veajanas
vastarinta	vuostálastin
vastasyntynyt	njuorat
vastaus	vástádus
vastaus	dávástus
vastike	máksu
vastine	dávástus
vastustaja	vuostálasti
vastustus	vuosteháhku
vastuu	ovddasvástádus
vastuualue	ovddasvástádussuorgi
vati	lihtti
vatsa	čoavji
vatsakipu	čoavjebávččas
vatsanväänne	rožohat
vatsatauti	čoavjedávda
vattu	váran
vauhti	leaktu
vauhti	leahttu
vauhti	fárta
vaunu	vovdna
vaunut	vávdno
vaurio	vaháguvvan
vave	holga
vedenjakaja	juoga
vedenjakaja	másealgi
vedenpaisumus	suttoulli
vedonlyönti	hiistu
vehnä	nisu
vehnäjauhot	nisojáffut
vehnäjyvä	nisogordni
vehnäleipä	nisoláibi
veikko	bánne
veikkuli	skealbma
veistolastu	fearahas
veistos	čuolus
veitsi	niibi
veitsivyö	niibeboagán
velho	noaidi
veli	viellja
veljeys	vielljavuohta
velka	vealgi
velli	málli
velli	jukca
velvollisuus	geatnegasvuohta
vene	fanas
vene	vanca
venevaja	návstu
venevaja	skadjá
venevaja	návste
venevaja	fiervábuvri
venevaja	fanasgoahti
venevaja	guolleskadjá
venevalkama	sátku
vennepaikka	veattáhat
venäjä	ruoššagiella
verbi	vearba
verenpurkaus	varrasupmi
verho	láseliidni
verho	lássaliidni
verhot	láseliidni
verhot	lássaliidni
veri	varra
verihyytymä	gielu
verinäyte	varračájánas
veripaltto	gumppus
veripaltto	guhppár
verirakkula	jielti
verka	láđđi
verkalapintakki	láđđegákti
verkapuku	láđđegákti
verkilö	skierku
verkko	fierbmi
verkkoresu	sátnja
verkosto	fierpmádat
vero	vearru
verran	veardde
verryttelytakki	hárjehallanjáhkka
versio	veršuvdna
veräjä	verrát
vesi	čáhci
vesihieronta	čáhceruvven
vesihiisi	čáhcerávga
vesikirppu	širrá
vesipääsky	čarkkus
vesirakkula	doavhli
vesisammal	ájasámil
vesistö	čázádat
vesitatar	bealbi
vesivaaka	váhttar
vessa	hivsset
vetehinen	čáhcerávga
vetelys	njuozat
veto	jiella
veto	hiistu
veturi	lokomotiiva
vety	čáza
viehe	vuogga
viehättävä	geasuheaddji
viejä	doalvu
vienti	doalvun
vierailu	galledeapmi
vieras	guossi
vierashuone	guosselatnja
vieri	bálda
viesti	sáhka
viesti	dieđáhus
viha	suhttu
viha	fašši
viheltelijä	njurggon
vihi	oatna
vihollinen	vašolaš
viidakko	juŋgel
viidennes	viđadas
viihtyvyys	čálgu
viikate	liššá
viikinki	vikiŋga
viikko	vahkku
viikkolehti	bláđđi
viikkolehti	vahkkobláđđi
viikonloppu	vahkkoloahppa
viikonloppu	vahkuloahppa
viikonpäivä	vahkkobeaivi
viiksi	skávžá
viikuna	fihkon
viila	fiilu
viilto	čálastat
viima	riđđu
viima	guoldu
viima	vaššu
viina	viidni
viineri	gohttá
viineri	viener
viini	viidni
viini	viidna
viipale	vajahas
viisaus	viisodat
viiste	njavki
viite	čujuhus
viitonen	viđeš
viitta	gákti
viitta	luhkka
viittaus	seavvin
viittaus	čujuheapmi
viiva	linjá
viiva	linjjá
viivain	linnjár
viivoitin	linjála
viivytys	ájáhus
viklo	čoavžžu
viklo	gáddebuvvet
vilja	gordni
viljely	šaddadeapmi
viljely	gilvin
vilkaisu	liđggastat
villa	ullu
villakuore	loddu
villapaita	ullobáidi
villapusero	ullobáidi
villihirvas	goddesarvvis
villikko	ráiku
villikko	vildu
villiporo	goddi
vilukissa	galbmagáhkkor
vintti	lokta
viranomainen	eiseváldi
viranomaiset	eiseváldi
virhe	meattáhus
virhe	feaila
virike	gealddáhat
virka	virgi
virkailija	virgeolmmoš
virkailija	gávpebargi
virkamies	virgeolmmoš
virsi	sálbma
virsikirja	sálbmagirji
virta	rávdnji
virtahepo	rávdnjeheasta
virtaus	rávdnji
virtaus	golgan
virus	virus
virvoitus	áhpásmahttojupmi
visio	višuvdna
vitikeli	vazadat
