абсолютнӧй	абсолютный
тюльскысьлыны	окунуться
тюргыны	звенеть
тюргыны	кудахтать
тюрзыны	свистеть
тюрзыны	верещать
тюрзыны	стрекотать
тюрйӧдлыны	катать
тюрны	течь
тюрӧбтыны	зазвонить
тюрӧстны	свистнуть
тюрӧстны	пискнуть
тявгыны	тявкать
тявзыны	тявкать
тягайтчыны	тягаться
тяльскӧдчыны	шушукаться
тяльскӧдчыны	сплетничать
тяльснитны	ляпнуть
тяльснитны	выболтать
тяпкӧдны	прошлёпать
тяпкӧдчыны	чмокать
тяпнитны	чмокнуть
тяпъявны	шлёпать
тёльскӧдны	плескать
